entity1,entity2,trigger_word,relation_type,sentences
fusobacterium,anaerobicconditions conditions,result,Cause-Effect,"given the anaerobic metabolism of selenomonas and fusobacterium , and the hypoxic environment of lung infiltrates , our results suggest that in underweight tb patients , lung tissue remodeling toward anaerobic conditions favors the growth of selenomonas and fusobacterium at the expense of streptococcus . "
sae,escherichiacoli coli,result,Cause-Effect,"results unfortunately , the results of our study did not find intestinal infection and microorganisms of the gastrointestinal such as escherichia coli that are related to the prognosis of sae . "
sae,escherichiacoli coli,result,Cause-Effect,"results unfortunately , the results of our study did not find intestinal infection and microorganisms of the gastrointestinal such as escherichia coli that are related to the prognosis of sae . "
clostridiumperfringens perfringens,chs,induce,Cause-Effect,"necrotic enteritis ne , an economically devastating disease of poultry caused by pathogenic clostridium perfringens , is known to induce small intestinal lesions and dysbiosis . "
necroticenteritis enteritisne ne,clostridiumperfringens perfringens,cause,Cause-Effect,"necrotic enteritis ne , an economically devastating disease of poultry caused by pathogenic clostridium perfringens , is known to induce small intestinal lesions and dysbiosis . "
economicallydevastating devastatingdisease diseaseof ofpoultry poultry,clostridiumperfringens perfringens,cause,Cause-Effect,"necrotic enteritis ne , an economically devastating disease of poultry caused by pathogenic clostridium perfringens , is known to induce small intestinal lesions and dysbiosis . "
rhizosphere,lysobacter,belong,Content-Container,in the rhizosphere and suggest that diffusible communication signals might be used to foster rhizosphere colonization and functioning of plant beneficial bacteria belonging to the genus lysobacter . 
bioleaching,leptospirillumferriphilum ferriphilum,aim,Entity-Destination,"this study aimed to investigate the capacity of an acidophilic iron oxidizing culture , mainly composed of leptospirillum ferriphilum , to oxidize iron in pcb enriched environments . "
klebsiellapneumoniae pneumoniae,nosocomialinfections infections,cause,Cause-Effect,"klebsiella pneumoniae is recognized as a common cause of nosocomial infections and outbreaks causing pneumonia , septicemia , and urinary tract infections . "
klebsiellapneumoniae pneumoniae,pneumonia,cause,Cause-Effect,"klebsiella pneumoniae is recognized as a common cause of nosocomial infections and outbreaks causing pneumonia , septicemia , and urinary tract infections . "
klebsiellapneumoniae pneumoniae,pneumonia,cause,Cause-Effect,"klebsiella pneumoniae is recognized as a common cause of nosocomial infections and outbreaks causing pneumonia , septicemia , and urinary tract infections . "
klebsiellapneumoniae pneumoniae,urinarytract tractinfections infections,cause,Cause-Effect,"klebsiella pneumoniae is recognized as a common cause of nosocomial infections and outbreaks causing pneumonia , septicemia , and urinary tract infections . "
klebsiellapneumoniae pneumoniae,urinarytract tractinfections infections,cause,Cause-Effect,"klebsiella pneumoniae is recognized as a common cause of nosocomial infections and outbreaks causing pneumonia , septicemia , and urinary tract infections . "
klebsiella,gravid,influence,Cause-Effect,", spermidine , as well as influence the quality assessment of a breeding site by a gravid female e . "
tuberculosistb tb,mycobacteriumtuberculosis tuberculosis,cause,Cause-Effect,"tuberculosis tb , caused by the mycobacterium tuberculosis complex bacteria , is one of the most pressing health problems . "
halotolerantbacterial bacterialgenera genera,halomonas,promote,Cause-Effect,stipulacea was enriched in halotolerant bacterial genera with plant growth promoting properties like halomonas sp . 
lysinibacillus,stresstolerance tolerance,reveal,0,"predicted functional profiles also revealed some advantageous traits on the invasive species such as detoxification pathways , protection against pathogens , and stress tolerance . "
yersiniapseudotuberculosis pseudotuberculosis,legionellosis,change,Cause-Effect,virulence gene expression of yersinia pseudotuberculosis changes during the different stages of infection and this is tightly controlled by environmental cues . 
tb,mycobacteriumtuberculosis tuberculosis,cause,Cause-Effect,"tuberculosis tb is a chronic infectious disease mainly caused by mycobacterium tuberculosis mtb , but other members of the mycobacterium tuberculosis complex mtbc , especially mycobacterium bovis pyrazinamide resistant organisms , may also be involved . "
tb,mycobacteriumtuberculosis tuberculosis,cause,Cause-Effect,"tuberculosis tb is a chronic infectious disease mainly caused by mycobacterium tuberculosis mtb , but other members of the mycobacterium tuberculosis complex mtbc , especially mycobacterium bovis pyrazinamide resistant organisms , may also be involved . "
tb,mycobacteriumbovis bovis,cause,Cause-Effect,"tuberculosis tb is a chronic infectious disease mainly caused by mycobacterium tuberculosis mtb , but other members of the mycobacterium tuberculosis complex mtbc , especially mycobacterium bovis pyrazinamide resistant organisms , may also be involved . "
chronicinfectious infectiousdisease disease,mycobacteriumtuberculosis tuberculosis,cause,Cause-Effect,"tuberculosis tb is a chronic infectious disease mainly caused by mycobacterium tuberculosis mtb , but other members of the mycobacterium tuberculosis complex mtbc , especially mycobacterium bovis pyrazinamide resistant organisms , may also be involved . "
chronicinfectious infectiousdisease disease,mycobacteriumtuberculosis tuberculosis,cause,Cause-Effect,"tuberculosis tb is a chronic infectious disease mainly caused by mycobacterium tuberculosis mtb , but other members of the mycobacterium tuberculosis complex mtbc , especially mycobacterium bovis pyrazinamide resistant organisms , may also be involved . "
chronicinfectious infectiousdisease disease,mycobacteriumbovis bovis,cause,Cause-Effect,"tuberculosis tb is a chronic infectious disease mainly caused by mycobacterium tuberculosis mtb , but other members of the mycobacterium tuberculosis complex mtbc , especially mycobacterium bovis pyrazinamide resistant organisms , may also be involved . "
salmonellaenterica enterica,bacterialfoodborne foodbornediseases diseases,lead,Cause-Effect,salmonella enterica remains the leading cause of bacterial foodborne diseases in china . 
salmonellaenterica enterica,bacterialfoodborne foodbornediseases diseases,cause,Cause-Effect,salmonella enterica remains the leading cause of bacterial foodborne diseases in china . 
diarrhea,salmonella,cause,Cause-Effect,this is of clinical significance as diarrhea is one of the crucial causes of child mortality globally and our findings here highlighted the importance of salmonella infections in chinese children . 
staphylococcuswarneri warneri,indwellingmedical medicaldevices devices,cause,Cause-Effect,"coagulase negative staphylococcus warneri is an opportunistic pathogen that is capable of causing several infections , especially in patients with indwelling medical devices . "
staphylococcus,sdr,show,Cause-Effect,"a large scale investigation of staphylococcus genomes showed that sdr loci were a potential hotspot of insertion sequences iss , which could lead to intraspecific diversity at these loci . "
phascolarctobacterium,inflammation,reveal,0,"together , our study revealed that the behavioral , gene expression levels , and gut microbiota composition in msb macaques was different to controls , and msb was closely linked with inflammation and immune response . "
phascolarctobacterium,inflammation,link,0,"together , our study revealed that the behavioral , gene expression levels , and gut microbiota composition in msb macaques was different to controls , and msb was closely linked with inflammation and immune response . "
listeria,mengitis,link,0,innocua isolates possessed listeria pathogenicity island 4 lipi 4 which is linked to cases of mengitis . 
zcdisease disease,candidatusliberibacter liberibactersolanacearum solanacearum,cause,Cause-Effect,"zc disease causes major yield losses in many potato growing regions and is associated with the fastidious , phloem limited bacterium candidatus liberibacter solanacearum clso that is vectored by the potato tomato psyllid bactericera cockerelli ulc . "
pseudomonasaeruginosa aeruginosa,nosocomialinfection infection,cause,Cause-Effect,"pseudomonas aeruginosa , a major cause of nosocomial infection , can survive under diverse environmental conditions . "
eubacterium,diarrhea,show,Cause-Effect,40 showed a worse degree of diarrhea in weaned piglets during feed transition . 
